chief_id,code,extraction_date,hall,power,rank
80**7789,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,17,2109008,5
80**7795,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,16,1525795,6
80**0842,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,17,1504332,7
80**8546,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,16,1451671,8
80**0875,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,16,1448073,9
80**7949,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,16,1403999,10
80**3417,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,16,1346674,11
80**8121,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,15,1265950,12
80**9224,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,16,1265472,13
80**2980,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,15,1165765,14
80**0723,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,16,1039732,15
80**8736,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,14,970219,16
80**9729,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,16,949688,17
80**2416,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,16,800063,18
80**8473,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,15,618930,19
80**9656,ptb_magnumofspades,2026-04-15T22:38:25.264902+00:00,14,613224,20
79**7597,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,20,4768679,
80**0388,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,19,3592176,
80**4764,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,18,2517542,
80**2115,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,18,2296852,4
80**7789,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,17,2109008,5
80**7795,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,16,1525795,6
80**0842,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,17,1504332,7
80**0875,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,16,1462799,8
80**8546,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,16,1453980,9
80**7949,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,16,1403999,10
80**3417,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,16,1346811,11
80**8121,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,15,1265950,12
80**9224,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,16,1265472,13
80**2980,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,15,1165765,14
80**0723,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,16,1039732,15
80**8736,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,14,969596,16
80**9729,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,16,949688,17
80**2416,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,16,800063,18
80**8473,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,15,615995,19
80**9656,ptb_magnumofspades,2026-04-15T23:38:36.480643+00:00,14,613224,20
